,text,tag
91639,and,O
91640,Wimbledon,B-MISC
91641,.,O
91642,Stich,B-PER
91643,",",O
91644,not,O
91645,seeded,O
91646,here,O
91647,for,O
91648,the,O
91649,first,O
91650,time,O
91651,since,O
91652,1990,O
91653,",",O
91654,might,O
91655,have,O
91656,benefitted,O
91657,from,O
91658,some,O
91659,fiddling,O
91660,with,O
91661,the,O
91662,seedings,O
91663,himself,O
91664,after,O
91665,Kafelnikov,B-PER
91666,withdrew,O
91667,.,O
91668,Ranked,O
91669,18th,O
91670,in,O
91671,the,O
91672,world,O
91673,",",O
91674,Stich,B-PER
91675,might,O
91676,have,O
91677,been,O
91678,slipped,O
91679,into,O
91680,that,O
91681,spot,O
91682,ahead,O
91683,of,O
91684,Spain,B-LOC
91685,'s,O
91686,Felix,B-PER
91687,Mantilla,I-PER
91688,",",O
91689,who,O
91690,is,O
91691,16th,O
91692,but,O
91693,had,O
91694,never,O
91695,been,O
91696,played,O
91697,in,O
91698,the,O
91699,Open,B-MISC
91700,and,O
91701,had,O
91702,been,O
91703,left,O
91704,out,O
91705,of,O
91706,the,O
91707,seedings,O
91708,originally,O
91709,.,O
91710,But,O
91711,Stich,B-PER
91712,did,O
91713,n't,O
91714,want,O
91715,to,O
91716,play,O
91717,that,O
91718,game,O
91719,.,O
91720,"""",O
91721,I,O
91722,think,O
91723,he,O
91724,deserves,O
91725,to,O
91726,be,O
91727,seeded,O
91728,as,O
91729,everybody,O
91730,else,O
91731,who,O
91732,is,O
91733,in,O
91734,the,O
91735,top,O
91736,16,O
91737,deserves,O
91738,to,O
91739,be,O
91740,seeded,O
91741,",",O
91742,"""",O
91743,Stich,B-PER
91744,said,O
91745,.,O
91746,TENNIS,O
91747,-,O
91748,MONDAY,O
91749,'S,O
91750,RESULTS,O
91751,FROM,O
91752,U.S.,B-MISC
91753,OPEN,I-MISC
91754,.,O
91755,NEW,B-LOC
91756,YORK,I-LOC
91757,1996-08-26,O
91758,Results,O
91759,of,O
91760,first,O
91761,round,O
91762,matches,O
91763,on,O
91764,Monday,O
91765,in,O
91766,the,O
91767,U.S.,B-MISC
91768,Open,I-MISC
91769,tennis,O
91770,championships,O
91771,at,O
91772,the,O
91773,National,B-LOC
91774,Tennis,I-LOC
91775,Centre,I-LOC
91776,(,O
91777,prefix,O
91778,denotes,O
91779,seeding,O
91780,),O
91781,:,O
91782,Women,O
91783,'s,O
91784,singles,O
91785,16,O
91786,-,O
91787,Martina,B-PER
91788,Hingis,I-PER
91789,(,O
91790,Switzerland,B-LOC
91791,),O
91792,beat,O
91793,Angeles,B-PER
91794,Montolio,I-PER
91795,(,O
91796,Spain,B-LOC
91797,),O
91798,6-1,O
91799,6-0,O
91800,Anne-Gaelle,B-PER
91801,Sidot,I-PER
91802,(,O
91803,France,B-LOC
91804,),O
91805,beat,O
91806,Janette,B-PER
91807,Husarova,I-PER
91808,(,O
91809,Slovakia,B-LOC
91810,),O
91811,6-4,O
91812,6-4,O
91813,13,O
91814,-,O
91815,Brenda,B-PER
91816,Schultz-McCarthy,I-PER
91817,(,O
91818,Netherlands,B-LOC
91819,),O
91820,beat,O
91821,Nana,B-PER
91822,Miyagi,I-PER
91823,(,O
91824,Japan,B-LOC
91825,),O
91826,6-1,O
91827,6-4,O
91828,Aleksandra,B-PER
91829,Olsza,I-PER
91830,(,O
91831,Poland,B-LOC
91832,),O
91833,beat,O
91834,12,O
91835,-,O
91836,Magdalena,B-PER
91837,Maleeva,I-PER
91838,(,O
91839,Bulgaria,B-LOC
91840,),O
91841,6-4,O
91842,6-2,O
91843,Men,O
91844,'s,O
91845,singles,O
91846,Michael,B-PER
91847,Stich,I-PER
91848,(,O
91849,Germany,B-LOC
91850,),O
91851,beat,O
91852,Tommy,B-PER
91853,Haas,I-PER
91854,(,O
91855,Germany,B-LOC
91856,),O
91857,6-3,O
91858,1-6,O
91859,6-1,O
91860,7-5,O
91861,Sergi,B-PER
91862,Bruguera,I-PER
91863,(,O
91864,Spain,B-LOC
91865,),O
91866,beat,O
91867,Kris,B-PER
91868,Goossens,I-PER
91869,(,O
91870,Belgium,B-LOC
91871,),O
91872,6-2,O
91873,6-0,O
91874,7-6,O
91875,(,O
91876,7-1,O
91877,),O
91878,Frederic,B-PER
91879,Vitoux,I-PER
91880,(,O
91881,France,B-LOC
91882,),O
91883,beat,O
91884,Ramon,B-PER
91885,Delgado,I-PER
91886,(,O
91887,Paraguay,B-LOC
91888,),O
91889,6-4,O
91890,6-4,O
91891,7-6,O
91892,(,O
91893,7-3,O
91894,),O
91895,Women,O
91896,'s,O
91897,singles,O
91898,Henrietta,B-PER
91899,Nagyova,I-PER
91900,(,O
91901,Slovakia,B-LOC
91902,),O
91903,beat,O
91904,Gala,B-PER
91905,Leon,I-PER
91906,Garcia,I-PER
91907,(,O
91908,Spain,B-LOC
91909,),O
91910,6-1,O
91911,4-6,O
91912,6-3,O
91913,Asa,B-PER
91914,Carlsson,I-PER
91915,(,O
91916,Sweden,B-LOC
91917,),O
91918,beat,O
91919,Gloria,B-PER
91920,Pizzichini,I-PER
91921,(,O
91922,Italy,B-LOC
91923,),O
91924,3-6,O
91925,6-1,O
91926,7-5,O
91927,Barbara,B-PER
91928,Schett,I-PER
91929,(,O
91930,Austria,B-LOC
91931,),O
91932,beat,O
91933,Sabine,B-PER
91934,Appelmans,I-PER
91935,(,O
91936,Belgium,B-LOC
91937,),O
91938,1-6,O
91939,6-4,O
91940,6-4,O
91941,Cristina,B-PER
91942,Torrens-Valero,I-PER
91943,(,O
91944,Spain,B-LOC
91945,),O
91946,beat,O
91947,Sabine,B-PER
91948,Hack,I-PER
91949,(,O
91950,Germany,B-LOC
91951,),O
91952,2-6,O
91953,6-4,O
91954,6-2,O
91955,Women,O
91956,'s,O
91957,singles,O
91958,Helena,B-PER
91959,Sukova,I-PER
91960,(,O
91961,Czech,B-LOC
91962,Republic,I-LOC
91963,),O
91964,beat,O
91965,Yone,B-PER
91966,Kamio,I-PER
91967,(,O
91968,Japan,B-LOC
91969,),O
91970,6-2,O
91971,6-3,O
91972,Irina,B-PER
91973,Spirlea,I-PER
91974,(,O
91975,Romania,B-LOC
91976,),O
91977,beat,O
91978,Petra,B-PER
91979,Begerow,I-PER
91980,(,O
91981,Germany,B-LOC
91982,),O
91983,6-3,O
91984,6-2,O
91985,Maria,B-PER
91986,Jose,I-PER
91987,Gaidano,I-PER
91988,(,O
91989,Argentina,B-LOC
91990,),O
91991,beat,O
91992,Melanie,B-PER
91993,Schnell,I-PER
91994,(,O
91995,Austria,B-LOC
91996,),O
91997,6-4,O
91998,6-0,O
91999,Men,O
92000,'s,O
92001,singles,O
92002,Carlos,B-PER
92003,Moya,I-PER
92004,(,O
92005,Spain,B-LOC
92006,),O
92007,beat,O
92008,Scott,B-PER
92009,Humphries,I-PER
92010,(,O
92011,U.S.,B-LOC
92012,),O
92013,6-1,O
92014,6-7,O
92015,(,O
92016,3-7,O
92017,),O
92018,6-7,O
92019,(,O
92020,1-7,O
92021,),O
92022,6-0,O
92023,6-4,O
92024,Kenneth,B-PER
92025,Carlsen,I-PER
92026,(,O
92027,Denmark,B-LOC
92028,),O
92029,beat,O
92030,Patrick,B-PER
92031,Rafter,I-PER
92032,(,O
92033,Australia,B-LOC
92034,),O
92035,7-6,O
92036,(,O
92037,9-7,O
92038,),O
92039,6-3,O
92040,7-6,O
92041,(,O
92042,8-6,O
92043,),O
92044,Magnus,B-PER
92045,Gustafsson,I-PER
92046,(,O
92047,Sweden,B-LOC
92048,),O
92049,beat,O
92050,Carlos,B-PER
92051,Costa,I-PER
92052,(,O
92053,Spain,B-LOC
92054,),O
92055,7-5,O
92056,4-6,O
92057,7-6,O
92058,(,O
92059,7-4,O
92060,),O
92061,6-3,O
92062,Jeff,B-PER
92063,Tarango,I-PER
92064,(,O
92065,U.S.,B-LOC
92066,),O
92067,beat,O
92068,Alex,B-PER
92069,Radulescu,I-PER
92070,(,O
92071,Romania,B-LOC
92072,),O
92073,6-7,O
92074,(,O
92075,5-7,O
92076,),O
92077,6-4,O
92078,6-1,O
92079,retired,O
92080,",",O
92081,heat,O
92082,exhaustion,O
92083,Men,O
92084,'s,O
92085,singles,O
92086,11,O
92087,-,O
92088,MaliVai,B-PER
92089,Washington,I-PER
92090,(,O
92091,U.S.,B-LOC
92092,),O
92093,beat,O
92094,Karim,B-PER
92095,Alami,I-PER
92096,(,O
92097,Morocco,B-LOC
92098,),O
92099,6-4,O
92100,2-6,O
92101,7-6,O
92102,(,O
92103,7-5,O
92104,),O
92105,6-1,O
92106,Dirk,B-PER
92107,Dier,I-PER
92108,(,O
92109,Germany,B-LOC
92110,),O
92111,beat,O
92112,Chuck,B-PER
92113,Adams,I-PER
92114,(,O
92115,U.S.,B-LOC
92116,),O
92117,6-4,O
92118,2-6,O
92119,6-4,O
92120,6-4,O
92121,Jason,B-PER
92122,Stoltenberg,I-PER
92123,(,O
92124,Australia,B-LOC
92125,),O
92126,beat,O
92127,Stefano,B-PER
92128,Pescosolido,I-PER
92129,(,O
92130,Italy,B-LOC
92131,),O
92132,7-5,O
92133,6-4,O
92134,6-1,O
92135,Arnaud,B-PER
92136,Boetsch,I-PER
92137,(,O
92138,France,B-LOC
92139,),O
92140,beat,O
92141,Nicolas,B-PER
92142,Pereira,I-PER
92143,(,O
92144,Venezuela,B-LOC
92145,),O
92146,7-6,O
92147,(,O
92148,7-4,O
92149,),O
92150,6-4,O
92151,7-5,O
92152,David,B-PER
92153,Prinosil,I-PER
92154,(,O
92155,Germany,B-LOC
92156,),O
92157,beat,O
92158,Peter,B-PER
92159,Tramacchi,I-PER
92160,(,O
92161,Australia,B-LOC
92162,),O
92163,6-3,O
92164,6-2,O
92165,3-6,O
92166,6-7,O
92167,(,O
92168,5-7,O
92169,),O
92170,6-1,O
92171,Women,O
92172,'s,O
92173,singles,O
92174,Amanda,B-PER
92175,Coetzer,I-PER
92176,(,O
92177,South,B-LOC
92178,Africa,I-LOC
92179,),O
92180,beat,O
92181,6,O
92182,-,O
92183,Anke,B-PER
92184,Huber,I-PER
92185,(,O
92186,Germany,B-LOC
92187,),O
92188,6-1,O
92189,2-6,O
92190,6-2,O
92191,Anna,B-PER
92192,Kournikova,I-PER
92193,(,O
92194,Russia,B-LOC
92195,),O
92196,beat,O
92197,Ludmila,B-PER
92198,Richterova,I-PER
92199,(,O
92200,Czech,B-LOC
92201,Republic,I-LOC
92202,),O
92203,7-6,O
92204,(,O
92205,7-4,O
92206,),O
92207,6-3,O
92208,Debbie,B-PER
92209,Graham,I-PER
92210,(,O
92211,U.S.,B-LOC
92212,),O
92213,beat,O
92214,Stephanie,B-PER
92215,Deville,I-PER
92216,(,O
92217,Belarus,B-LOC
92218,),O
92219,6-4,O
92220,6-2,O
92221,Barbara,B-PER
92222,Rittner,I-PER
92223,(,O
92224,Germany,B-LOC
92225,),O
92226,beat,O
92227,Katarina,B-PER
92228,Studenikova,I-PER
92229,(,O
92230,Slovakia,B-LOC
92231,),O
92232,7-5,O
92233,7-5,O
92234,Kristina,B-PER
92235,Brandi,I-PER
92236,(,O
92237,U.S.,B-LOC
92238,),O
92239,beat,O
92240,Andrea,B-PER
92241,Glass,I-PER
92242,(,O
92243,Germany,B-LOC
92244,),O
92245,6-2,O
92246,6-3,O
92247,Ines,B-PER
92248,Gorrochategui,I-PER
92249,(,O
92250,Argentina,B-LOC
92251,),O
92252,beat,O
92253,Magdalena,B-PER
92254,Grzybowska,I-PER
92255,(,O
92256,Poland,B-LOC
92257,),O
92258,4-6,O
92259,6-4,O
92260,6-1,O
92261,Men,O
92262,'s,O
92263,singles,O
92264,Alberto,B-PER
92265,Berasategui,I-PER
92266,(,O
92267,Spain,B-LOC
92268,),O
92269,beat,O
92270,Cecil,B-PER
92271,Mamiit,I-PER
92272,(,O
92273,U.S.,B-LOC
92274,),O
92275,6-1,O
92276,6-4,O
92277,6-0,O
92278,Guillaume,B-PER
92279,Raoux,I-PER
92280,(,O
92281,France,B-LOC
92282,),O
92283,beat,O
92284,Filip,B-PER
92285,Dewulf,I-PER
92286,(,O
92287,Belgium,B-LOC
92288,),O
92289,7-6,O
92290,(,O
92291,7-5,O
92292,),O
92293,3-6,O
92294,1-6,O
92295,6-4,O
92296,7-5,O
92297,Alex,B-PER
92298,O'Brien,I-PER
92299,(,O
92300,U.S.,B-LOC
92301,),O
92302,beat,O
92303,Nicolas,B-PER
92304,Lapentti,I-PER
92305,(,O
92306,Ecuador,B-LOC
92307,),O
92308,6-4,O
92309,1-6,O
92310,6-4,O
92311,6-3,O
92312,2,O
92313,-,O
92314,Michael,B-PER
92315,Chang,I-PER
92316,(,O
92317,U.S.,B-LOC
92318,),O
92319,beat,O
92320,Jaime,B-PER
92321,Oncins,I-PER
92322,(,O
92323,Brazil,B-LOC
92324,),O
92325,3-6,O
92326,6-1,O
92327,6-0,O
92328,7,O
92329,-,O
92330,6,O
92331,(,O
92332,8-6,O
92333,),O
92334,Women,O
92335,'s,O
92336,singles,O
92337,14,O
92338,-,O
92339,Barbara,B-PER
92340,Paulus,I-PER
92341,(,O
92342,Austria,B-LOC
92343,),O
92344,beat,O
92345,Yi,B-PER
92346,Jing-Qian,I-PER
92347,(,O
92348,China,B-LOC
92349,),O
92350,6-2,O
92351,6-1,O
92352,Wang,B-PER
92353,Shi-Ting,I-PER
92354,(,O
92355,Taiwan,B-LOC
92356,),O
92357,beat,O
92358,Corina,B-PER
92359,Morariu,I-PER
92360,(,O
92361,U.S.,B-LOC
92362,),O
92363,6-4,O
92364,6-7,O
92365,(,O
92366,5-7,O
92367,),O
92368,6-2,O
92369,Linda,B-PER
92370,Wild,I-PER
92371,(,O
92372,U.S.,B-LOC
92373,),O
92374,beat,O
92375,Sung-Hee,B-PER
92376,Park,I-PER
92377,(,O
92378,South,B-LOC
92379,Korea,I-LOC
92380,),O
92381,6-2,O
92382,6-3,O
92383,Sarah,B-PER
92384,Pitkowski,I-PER
92385,(,O
92386,France,B-LOC
92387,),O
92388,beat,O
92389,Meghann,B-PER
92390,Shaughnessy,I-PER
92391,(,O
92392,U.S.,B-LOC
92393,),O
92394,6-3,O
92395,6-,O
92396,3,O
92397,Dally,B-PER
92398,Randriantefy,I-PER
92399,(,O
92400,Madagascar,B-LOC
92401,),O
92402,beat,O
92403,Elena,B-PER
92404,Makarova,I-PER
92405,(,O
92406,Russia,B-LOC
92407,),O
92408,6-,O
92409,3,O
92410,1-6,O
92411,7-5,O
92412,Laurence,B-PER
92413,Courtois,I-PER
92414,(,O
92415,Belgium,B-LOC
92416,),O
92417,beat,O
92418,Flora,B-LOC
92419,Perfetti,B-PER
92420,(,O
92421,Italy,B-LOC
92422,),O
92423,6-4,O
92424,3-6,O
92425,6-2,O
92426,Men,O
92427,'s,O
92428,singles,O
92429,Leander,B-PER
92430,Paes,I-PER
92431,(,O
92432,India,B-LOC
92433,),O
92434,beat,O
92435,Marcos,B-PER
92436,Ondruska,I-PER
92437,(,O
92438,South,B-LOC
92439,Africa,I-LOC
92440,),O
92441,7-6,O
92442,(,O
92443,7-3,O
92444,),O
92445,6-2,O
92446,7-5,O
92447,Jan,B-PER
92448,Siemerink,I-PER
92449,(,O
92450,Netherlands,B-LOC
92451,),O
92452,beat,O
92453,Carl-Uwe,B-PER
92454,Steeb,I-PER
92455,(,O
92456,Germany,B-LOC
92457,),O
92458,4-6,O
92459,6,O
92460,-,O
92461,1,O
92462,7-6,O
92463,(,O
92464,7-4,O
92465,),O
92466,6-4,O
92467,Neville,B-PER
92468,Godwin,I-PER
92469,(,O
92470,South,B-LOC
92471,Africa,I-LOC
92472,),O
92473,beat,O
92474,Tomas,B-PER
92475,Carbonell,I-PER
92476,(,O
92477,Spain,B-LOC
92478,),O
92479,6-4,O
92480,6-2,O
92481,3-6,O
92482,6-1,O
92483,Jim,B-PER
92484,Grabb,I-PER
92485,(,O
92486,U.S.,B-LOC
92487,),O
92488,beat,O
92489,Sandon,B-PER
92490,Stolle,I-PER
92491,(,O
92492,Australia,B-LOC
92493,),O
92494,6-3,O
92495,7-5,O
92496,7-6,O
92497,(,O
92498,7-4,O
92499,),O
92500,Women,O
92501,'s,O
92502,singles,O
92503,Alexandra,B-PER
92504,Fusai,I-PER
92505,(,O
92506,France,B-LOC
92507,),O
92508,beat,O
92509,Jill,B-PER
92510,Craybas,I-PER
92511,(,O
92512,U.S.,B-LOC
92513,),O
92514,6-1,O
92515,2-6,O
92516,7-5,O
92517,Naoko,B-PER
92518,Kijimuta,I-PER
92519,(,O
92520,Japan,B-LOC
92521,),O
92522,beat,O
92523,Tatyana,B-PER
92524,Jecmenica,I-PER
92525,(,O
92526,Yugoslavia,B-LOC
92527,),O
92528,6-3,O
92529,6-2,O
92530,Nathalie,B-PER
92531,Dechy,I-PER
92532,(,O
92533,France,B-LOC
92534,),O
92535,beat,O
92536,Christina,B-PER
92537,Singer,I-PER
92538,(,O
92539,Germany,B-LOC
92540,),O
92541,6-4,O
92542,6-0,O
92543,Jane,B-PER
92544,Chi,I-PER
92545,(,O
92546,U.S.,B-LOC
92547,),O
92548,beat,O
92549,Maria,B-PER
92550,Antonio,I-PER
92551,Sanchez,I-PER
92552,Lorenzo,I-PER
92553,(,O
92554,Spain,B-LOC
92555,),O
92556,6-4,O
92557,1-6,O
92558,6-3,O
92559,Els,B-PER
92560,Callens,I-PER
92561,(,O
92562,Belgium,B-LOC
92563,),O
92564,beat,O
92565,Nicole,B-PER
92566,Bradtke,I-PER
92567,(,O
92568,Australia,B-LOC
92569,),O
92570,7-6,O
92571,(,O
92572,7-1,O
92573,),O
92574,7-6,O
92575,(,O
92576,9-7,O
92577,),O
92578,Natalia,B-PER
92579,Baudone,I-PER
92580,(,O
92581,Italy,B-LOC
92582,),O
92583,beat,O
92584,Jolene,B-PER
92585,Watanabe,I-PER
92586,(,O
92587,U.S.,B-LOC
92588,),O
92589,6-4,O
92590,4-6,O
92591,7-6,O
92592,(,O
92593,8-6,O
92594,),O
92595,Ai,B-PER
92596,Sugiyama,I-PER
92597,(,O
92598,Japan,B-LOC
92599,),O
92600,beat,O
92601,Jana,B-PER
92602,Kandarr,I-PER
92603,(,O
92604,Germany,B-LOC
92605,),O
92606,6-2,O
92607,6-1,O
92608,BASEBALL,O
92609,-,O
92610,CUBS,B-ORG
92611,EDGE,O
92612,BRAVES,B-ORG
92613,WITH,O
92614,RUN,O
92615,IN,O
92616,TOP,O
92617,OF,O
92618,NINTH,O
92619,.,O
92620,ATLANTA,B-LOC
92621,1996-08-25,O
92622,Brian,B-PER
92623,McRae,I-PER
92624,singled,O
92625,in,O
92626,Tyler,B-PER
92627,Houston,I-PER
92628,in,O
92629,the,O
92630,top,O
92631,of,O
92632,the,O
92633,ninth,O
92634,inning,O
92635,to,O
92636,snap,O
92637,a,O
92638,tie,O
92639,as,O
92640,the,O
92641,Chicago,B-ORG
92642,Cubs,I-ORG
92643,avoided,O
92644,a,O
92645,three-game,O
92646,sweep,O
92647,with,O
92648,3-2,O
92649,victory,O
92650,over,O
92651,the,O
92652,Atlanta,B-ORG
92653,Braves,I-ORG
92654,on,O
92655,Sunday,O
92656,.,O
92657,The,O
92658,Braves,B-ORG
92659,scored,O
92660,four,O
92661,runs,O
92662,in,O
92663,the,O
92664,ninth,O
92665,for,O
92666,a,O
92667,6-5,O
92668,victory,O
92669,on,O
92670,Saturday,O
92671,.,O
92672,Kevin,B-PER
92673,Foster,I-PER
92674,(,O
92675,5-2,O
92676,),O
92677,won,O
92678,his,O
92679,second,O
92680,straight,O
92681,start,O
92682,",",O
92683,allowing,O
92684,two,O
92685,runs,O
92686,and,O
92687,six,O
92688,hits,O
92689,with,O
92690,two,O
92691,walks,O
92692,and,O
92693,three,O
92694,strikeouts,O
92695,over,O
92696,eight,O
92697,innings,O
92698,.,O
92699,"""",O
92700,The,O
92701,biggest,O
92702,thing,O
92703,was,O
92704,my,O
92705,fastball,O
92706,",",O
92707,I,O
92708,was,O
92709,able,O
92710,to,O
92711,rotate,O
92712,it,O
92713,pretty,O
92714,good,O
92715,",",O
92716,"""",O
92717,Foster,B-PER
92718,said,O
92719,.,O
92720,"""",O
92721,Also,O
92722,",",O
92723,I,O
92724,was,O
92725,able,O
92726,to,O
92727,keep,O
92728,my,O
92729,changeup,O
92730,down,O
92731,.,O
92732,"""",O
92733,At,O
92734,Colorado,B-LOC
92735,",",O
92736,Vinny,B-PER
92737,Castilla,I-PER
92738,homered,O
92739,twice,O
92740,and,O
92741,drove,O
92742,in,O
92743,four,O
92744,runs,O
92745,and,O
92746,Larry,B-PER
92747,Walker,I-PER
92748,went,O
92749,3-for-4,O
92750,with,O
92751,a,O
92752,homer,O
92753,and,O
92754,three,O
92755,RBI,B-MISC
92756,as,O
92757,the,O
92758,Colorado,B-ORG
92759,Rockies,I-ORG
92760,outslugged,O
92761,the,O
92762,Pittsburgh,B-ORG
92763,Pirates,I-ORG
92764,13-9,O
92765,in,O
92766,the,O
92767,rubber,O
92768,game,O
92769,of,O
92770,a,O
92771,three-game,O
92772,series,O
92773,.,O
92774,Castilla,B-ORG
92775,'s,O
92776,first,O
92777,homer,O
92778,of,O
92779,the,O
92780,game,O
92781,",",O
92782,a,O
92783,solo,O
92784,shot,O
92785,in,O
92786,the,O
92787,seventh,O
92788,off,O
92789,reliever,O
92790,Marc,B-PER
92791,Wilkins,I-PER
92792,(,O
92793,3-1,O
92794,),O
92795,extended,O
92796,Colorado,B-ORG
92797,'s,O
92798,lead,O
92799,to,O
92800,9-7,O
92801,.,O
92802,He,O
92803,added,O
92804,a,O
92805,three-run,O
92806,homer,O
92807,in,O
92808,the,O
92809,eighth,O
92810,off,O
92811,John,B-PER
92812,Ericks,I-PER
92813,to,O
92814,make,O
92815,it,O
92816,13-8,O
92817,.,O
92818,At,O
92819,Florida,B-LOC
92820,",",O
92821,Edgar,B-PER
92822,Renteria,I-PER
92823,'s,O
92824,two-out,O
92825,single,O
92826,in,O
92827,the,O
92828,bottom,O
92829,of,O
92830,the,O
92831,ninth,O
92832,inning,O
92833,scored,O
92834,Jesus,B-PER
92835,Tavarez,I-PER
92836,with,O
92837,the,O
92838,winning,O
92839,run,O
92840,as,O
92841,the,O
92842,Florida,B-ORG
92843,Marlins,I-ORG
92844,edged,O
92845,the,O
92846,Cincinnati,B-ORG
92847,Reds,I-ORG
92848,6-5,O
92849,.,O
92850,"""",O
92851,Right,O
92852,after,O
92853,Edgar,B-PER
92854,made,O
92855,contact,O
92856,",",O
92857,I,O
92858,knew,O
92859,I,O
92860,had,O
92861,to,O
92862,score,O
92863,",",O
92864,"""",O
92865,said,O
92866,Tavarez,B-PER
92867,.,O
92868,"""",O
92869,I,O
92870,knew,O
92871,I,O
92872,would,O
92873,score,O
92874,even,O
92875,if,O
92876,he,O
92877,fielded,O
92878,it,O
92879,cleanly,O
92880,",",O
92881,he,O
92882,could,O
92883,n't,O
92884,throw,O
92885,me,O
92886,out,O
92887,.,O
92888,"""",O
92889,"""",O
92890,Edgar,B-PER
92891,is,O
92892,a,O
92893,tremendous,O
92894,player,O
92895,right,O
92896,now,O
92897,",",O
92898,"""",O
92899,said,O
92900,Florida,B-ORG
92901,manager,O
92902,John,B-PER
92903,Boles,I-PER
92904,.,O
92905,"""",O
92906,But,O
92907,I,O
92908,ca,O
92909,n't,O
92910,wait,O
92911,to,O
92912,see,O
92913,how,O
92914,good,O
92915,he,O
92916,'ll,O
92917,be,O
92918,when,O
92919,he,O
92920,grows,O
92921,up,O
92922,.,O
92923,"""",O
92924,In,O
92925,San,B-LOC
92926,Francisco,I-LOC
92927,",",O
92928,Osvaldo,B-PER
92929,Fenandez,I-PER
92930,fired,O
92931,a,O
92932,seven-hitter,O
92933,and,O
92934,Trenidad,B-PER
92935,Hubbard,I-PER
92936,belted,O
92937,a,O
92938,two-run,O
92939,homer,O
92940,as,O
92941,the,O
92942,San,B-ORG
92943,Francisco,I-ORG
92944,Giants,I-ORG
92945,ended,O
92946,a,O
92947,three-game,O
92948,losing,O
92949,streak,O
92950,by,O
92951,defeating,O
92952,the,O
92953,Montreal,B-ORG
92954,Expos,I-ORG
92955,",",O
92956,7-2,O
92957,.,O
92958,Fernandez,B-PER
92959,(,O
92960,6-13,O
92961,),O
92962,allowed,O
92963,two,O
92964,runs,O
92965,",",O
92966,walked,O
92967,one,O
92968,and,O
92969,struck,O
92970,out,O
92971,eight,O
92972,for,O
92973,his,O
92974,second,O
92975,career,O
92976,complete,O
92977,game,O
92978,",",O
92979,both,O
92980,against,O
92981,Montreal,B-ORG
92982,.,O
92983,In,O
92984,Los,B-LOC
92985,Angeles,I-LOC
92986,",",O
92987,Greg,B-PER
92988,Gagne,I-PER
92989,had,O
92990,a,O
92991,run-scoring,O
92992,single,O
92993,and,O
92994,Chad,B-PER
92995,Curtis,I-PER
92996,drew,O
92997,a,O
92998,bases-loaded,O
92999,walk,O
93000,in,O
93001,the,O
93002,bottom,O
93003,of,O
93004,the,O
93005,eighth,O
93006,inning,O
93007,as,O
93008,the,O
93009,Los,B-ORG
93010,Angeles,I-ORG
93011,Dodgers,I-ORG
93012,rallied,O
93013,for,O
93014,a,O
93015,6-5,O
93016,victory,O
93017,and,O
93018,a,O
93019,three-game,O
93020,sweep,O
93021,of,O
93022,the,O
93023,New,B-ORG
93024,York,I-ORG
93025,Mets,I-ORG
93026,.,O
93027,"""",O
93028,It,O
93029,was,O
93030,one,O
93031,of,O
93032,these,O
93033,games,O
93034,where,O
93035,you,O
93036,get,O
93037,three,O
93038,straight,O
93039,pinch-hits,O
93040,and,O
93041,a,O
93042,walk,O
93043,of,O
93044,a,O
93045,pinch-hitter,O
93046,",",O
93047,that,O
93048,'s,O
93049,how,O
93050,you,O
93051,win,O
93052,pennants,O
93053,",",O
93054,"""",O
93055,Dodgers,B-ORG
93056,manager,O
93057,Bill,B-PER
93058,Russell,I-PER
93059,said,O
93060,.,O
93061,"""",O
93062,Mike,B-PER
93063,Piazza,I-PER
93064,In,O
93065,San,B-LOC
93066,Diego,I-LOC
93067,",",O
93068,Steve,B-PER
93069,Finley,I-PER
93070,and,O
93071,Jody,B-PER
93072,Reed,I-PER
93073,drove,O
93074,in,O
93075,three,O
93076,runs,O
93077,apiece,O
93078,as,O
93079,the,O
93080,San,B-ORG
93081,Diego,I-ORG
93082,Padres,I-ORG
93083,built,O
93084,a,O
93085,six-run,O
93086,lead,O
93087,after,O
93088,three,O
93089,innings,O
93090,and,O
93091,cruised,O
93092,to,O
93093,an,O
93094,11-2,O
93095,victory,O
93096,over,O
93097,the,O
93098,Philadelphia,B-ORG
93099,Phillies,I-ORG
93100,.,O
93101,Ken,B-PER
93102,Caminiti,I-PER
93103,added,O
93104,two,O
93105,RBI,B-MISC
93106,for,O
93107,the,O
93108,Padres,B-ORG
93109,",",O
93110,who,O
93111,have,O
93112,won,O
93113,six,O
93114,of,O
93115,their,O
93116,last,O
93117,seven,O
93118,games,O
93119,and,O
93120,remained,O
93121,one,O
93122,game,O
93123,ahead,O
93124,of,O
93125,the,O
93126,Los,B-ORG
93127,Angeles,I-ORG
93128,Dodgers,I-ORG
93129,in,O
93130,the,O
93131,National,B-MISC
93132,League,I-MISC
93133,West,I-MISC
93134,.,O
93135,In,O
93136,Houston,B-LOC
93137,",",O
93138,Jeff,B-PER
93139,Bagwell,I-PER
93140,homered,O
93141,and,O
93142,Donne,B-PER
93143,Wall,I-PER
93144,allowed,O
93145,one,O
93146,run,O
93147,over,O
93148,seven,O
93149,innings,O
93150,as,O
93151,the,O
93152,Houston,B-ORG
93153,Astros,I-ORG
93154,defeated,O
93155,the,O
93156,St.,B-ORG
93157,Louis,I-ORG
93158,Cardinals,I-ORG
93159,4-1,O
93160,.,O
93161,Wall,B-PER
